aaaa	工 恭恭敬敬
cnip	巴掌
cnjf	马里
cnkh	马路 马蹄
cnlg	马车
cnlq	巴蜀
cnlt	马力
cnng	马
cnsg	巴西 马丁
cnsw	马尾松
cntq	巴黎
cnud	马头
cnux	马背
cny	厶
cnyv	马良
coqh	驎
cpck	观礼台
cpxn	驼
cqal	马铃薯
cqb	允
cqfk	欢喜
cqgy	对外开放
cqin	鸡汤
cqkg	驹
cqkq	驰名中外
cqkt	欢呼
cqnh	鸡蛋
cqqb	欢迎
cqqi	欢乐
cqqj	对外贸易
cqqy	驳
cqvg	驺
cqwy	欢
cqyg	鸡
cqyl	骝
cqyt	允许
crhj	牟
csdp	巴格达
csfi	骠
ctcp	骆驼
ctdj	骄
ctdu	矣
ctkg	骆
ctln	骢
cttm	预备役
cttw	圣彼得堡
ctwg	骄傲
ctxd	熊廷弼
cty	駇
cuah	骈
cuxw	骥
cvad	艰苦
cvan	艰巨
cvcw	艰难
cvey	艰
cvij	骕
cviy	騄
cvpc	骎
cvuy	艰辛
cwcn	驸马 巴拿马
cwee	通货膨胀
cwep	难受
cwfa	难堪
cwfp	难过
cwfy	驸
cwgd	骙
cwgf	难于
cwgi	验
cwgj	騟
cwhk	难点
cwiv	难当
cwjg	难题
cwna	难民
cwnc	难怪
cwnh	验收
cwny	难以
cwqk	难免
cwrh	难看
cwtc	皴
cwtj	难得
cwtp	逡
cwtu	夋
cwut	难道
cwvy	难忍
cwwk	难保
cwxf	骅
cwya	难度
cwyg	难 验证 骓
cwyn	难忘
cxww	巴比伦
cybb	骗子
cybp	参议院
cyfb	驻地
cygg	驻
cyi	叉
cyju	蚤
cyke	骧
cykh	驻足
cykm	通讯员
cylw	驻京办
cyna	骗
cynn	骟
cynt	驴
cynw	骇
cypf	驻守
cypl	驻军
cypy	通讯社
cyqd	骇然
cyqh	驻外
cyrn	驻扎
cyta	参谋长
cyww	骗人
cywx	驻华
dadi	石英砂
dadk	左右
dadl	磡
dadr	厮
daef	左脚
daev	左腿
daf	左
dahh	胡萝卜
daht	砑
dair	左派
dajd	厝
dajg	碏
dalp	左边
damh	砸
damw	磺
dank	左臂
danl	左翼
dans	碟
dape	礞
daqs	厮杀
daqu	奁
daqy	砹
dart	左手
datq	硗
davn	砌
dawg	大革命
dawm	左侧
dayn	硭
dbce	太阳能 原子能
dbdm	顾
dbey	顾及
dbf	耷
dbgw	有限责任
dbha	顾虑
dbid	顾源
dblk	大陆架
dbmh	础
dbnn	顾忌
dbpt	顾客
dbsy	原子核
dbtx	太阳系
dbuk	顾问
dbv	厄
dbwn	有限公司
dbxu	原子弹
dcag	硁
dcan	雄蕊
dcde	碜
dcdj	雄厚
dcdm	面对面
dcg	码
dcmm	大巴山
dcnt	雄性
dcu	友 厷 犮
dcud	码头
dcuf	雄壮
dcuq	礮
dcut	大通道
dcvb	友好
dcwf	雄伟
dcwy	雄
dcyp	友谊
ddah	大臣
ddal	大功
ddap	大营
ddbf	大陆
ddbp	大院
ddbr	大阪
ddbw	大队
ddcf	大圣
ddcm	大观
dddd	大 大大 大厦 靥
dddf	磊
dddg	大石 石灰石
dddj	飆
dddn	大成 砺
dddp	大碗
dddq	飙
ddds	大厅
dddv	大肆
ddej	大胆
ddet	大胜
ddey	大脑
ddfb	大地
ddfd	大城
ddfe	磭
ddfg	硕士 大雨
ddfj	大堤
ddfk	大喜
ddfn	大声 厉声 大块 大专
ddft	大都
ddfv	大雪
ddfw	大夫 大丈夫 大堆
ddga	大型
ddgc	大致
ddgd	石破天
ddgf	大于
ddgg	大王
ddgj	大理
ddgk	大事 大豆
ddgo	厌恶
ddgt	碱 大麦
ddgx	夏威夷
ddhk	大战
ddhq	套餐
ddht	厦
ddi	厌
ddia	大江 大漠
ddic	大汉
ddid	大湖
ddig	大清
ddih	大小
ddii	大大小小
ddip	大学 大堂
ddis	大河
ddit	大海
ddiu	大洋
ddiw	大举
ddje	大明
ddjg	大量 大师
ddjj	奭
ddjm	大帅
ddkd	大顺
ddkh	大路
ddkk	大哭
ddkn	大叫
ddlg	大国
ddlk	厣
ddlp	大连
ddlt	大力
ddma	大典
ddmd	石灰岩 奤
ddmg	大同
ddmh	大幅
ddmm	大山
ddmq	大风
ddmt	大败
ddmy	硕
ddna	大殿
ddne	硥 厖
ddnl	励
ddnn	大局
ddnt	碱性
ddnv	厉
ddog	大业
ddoo	大火
ddoq	大炮
ddoy	大米
ddpb	大字
ddpd	厉害
ddpe	大家
ddpf	大赛 大宗
ddpl	大军
ddpn	大官
ddpy	大礼 大祸
ddqg	大鲵
ddqk	大名
ddqq	大多
ddrc	魇
ddrn	大气
ddrq	大大的 厚厚的
ddrx	大批
ddsc	大权 大树
ddsh	面面相觑
ddsk	大哥 碕
ddso	大楼
ddst	大桥
ddsv	大概
ddtd	大乱
ddte	大盘 大船
ddtf	大街 大选
ddth	大片 大牌
ddtk	大面积
ddtt	大笑
ddu	套
dduc	大冶
ddud	大头
dduf	大半
dduk	大部
dduq	大将 大奖
ddut	大道
dduy	大门 厦门
ddvb	大好
ddvc	大妈
ddve	大姐
ddvn	大刀
ddvv	大嫂
ddvy	大娘
ddwc	大公
ddwe	餍
ddwf	大会
ddwg	大使 大侠
ddwh	大修
ddwo	大伙
ddwq	大爷
ddwr	大件
ddws	大体
ddwt	大作
ddww	大人 大众
ddxa	大红
ddxm	大纲
ddxq	大约
ddyd	大庆
ddye	大衣
ddyl	大为
ddyn	大户
ddyt	大旗
ddyv	大唐
ddyy	大方
deal	有功
dean	髰
debb	胡子
debh	郁
debv	有限
deed	胡须
deeg	硼
deet	有用
def	有
defh	有趣
defk	髻
defq	有无
deg	胡
degf	有助于
degj	有理
degk	有事
degq	髡
degx	有毒
deh	砽
dehk	有点
dehx	有些 髭
deiw	胡涂
dejc	鬘
dejf	有时
dekl	有别
deld	有罪
dele	鬟
delt	有力
demf	髯
demg	胡同
demq	胡风
deny	有心
deov	有数
depa	戞
depd	有害
depi	鬃
deps	鬡
depw	鬓
deqg	有钱 鹕
deqk	有名
dern	有所
derw	有失
desc	有权
desh	胡椒
desm	有机
det	髟
detd	胡乱
detf	有待
detg	有生
deth	髼
detj	有利
detn	髦
deto	鬏
deu	長
deub	鬈
deud	有关 有着
deuj	有意
deun	郁闷
deuq	有效
deuw	有益
deuy	胡闹
devk	有如 髫
devn	鬣
dews	髹
dewt	有余
deww	有人
deyc	有序
deyn	有望
deyu	胡说
dfaj	奔
dfbc	夺取
dfcb	奔驰
dfcl	磕
dfcy	砝
dfdd	夸大
dfeb	鄏
dfef	辱
dfei	辰
dfej	蜃
dfek	唇
dfeu	奔腾
dffc	夺去
dffd	大都城 厓
dfff	奎
dffg	硅
dffh	奔走
dfh	矸
dfhw	厧
dfih	奔波
dfis	大专学校
dfiu	奈
dfjm	大元帅
dfkh	奔跑
dfkk	礂
dflg	礌
dfli	成吉思汗
dflk	夺回
dflt	压力
dfnb	夸
dfni	綔
dfnj	刳
dfnn	肆无忌惮 匏
dfny	砖 瓠
dfpf	夺冠
dfqr	三十多年
dfrh	三十年
dfrm	压制
dfrp	压迫
dfrq	压抑
dfsa	大规模
dftf	奲
dftj	夺得 奢
dftr	夸特
dfu	夺
dfud	磕头 砖头
dfwg	压倒
dfwq	压低 奢侈
dfws	奈何
dfww	硅谷
dfwy	砆
dfxp	压缩
dfxt	夸张
dfyi	压
dgab	三节
dgad	三藏 三项
dgah	研 硦 碔
dgaj	古墓 硎
dgal	夏玉莲
dgam	石英
dgan	三世
dgbb	石子
dgbj	咸阳
dgbn	砘
dgbp	三院
dgce	三通
dgcf	厔
dgcn	古巴
dgcy	三叉
dgdg	大理石
dgdh	咸丰
dgdj	三百
dgdm	三面
dgdo	石灰
dgdr	石碑
dgee	三月
dgel	威胁
dgep	感受
dgfc	感动
dgfd	古城
dgff	大理寺
dgfg	三十
dgfn	石块
dgfq	三元
dgft	古老 古都 三者
dgga	威武
dggc	感到
dggd	三天
dggg	三 三王
dggh	三下
dggl	太平天国
dggo	威严
dghg	古
dghh	顾不上
dghi	三步
dghk	三点
dgid	石湖
dgim	石油
dgip	感觉
dgir	感激
dgiu	太平洋
dgiv	感染
dgjf	古时 厂里
dgjg	硬是
dgjh	感冒
dgjj	三日
dgjq	硬
dgjt	三星
dgkc	感叹
dgkf	厨
dgkh	三路 三中
dgkk	石器 三品
dgkn	感
dgkt	咸
dgkw	三只
dglf	石墨
dglg	三国
dgll	古田
dglt	威力
dgma	古典
dgmf	石雕
dgmg	三峡
dgmq	威风
dgmy	碛
dgnb	威慑
dgnc	古怪
dgnf	三层
dgng	感情
dgnk	石壁
dgnn	三局 砙
dgnt	研发 戌
dgnv	感慨
dgny	三尺
dgod	三类
dgpe	厂家 三家
dgpl	三军
dgps	咸宁
dgpw	研究 石窟
dgqe	三角
dgqk	三名 威名
dgqt	石狮 厫
dgrh	三年
dgrm	研制
dgrv	三招
dgsr	石板
dgss	石林
dgst	石桥 三枚
dgsy	石柱
dgt	厂
dgta	厂长
dgtd	古籍
dgte	硬盘
dgtf	三千
dgtg	石
dgtj	顾不得
dgtk	三种
dgtq	古称
dgtr	古物
dgts	三条
dgty	犬
dgud	石头
dguh	砰
dguj	三间
dgul	石兽
dgum	厂商
dguq	三次
dgut	石首 三道
dguw	硖
dguy	石门 三门
dgvt	威
dgwa	古代 三代
dgwg	布政使 三合
dgwh	三个
dgwr	硬件
dgwu	三位
dgwv	三分
dgww	古人 感人
dgwx	石化
dgwy	古今 威信
dgxe	三级
dgya	硬度
dgyf	研讨
dgyi	感应
dgyn	厨房 三户 石刻 威望 厂房
dgyo	万平方米 古迹
dgyp	石膏
dgyt	感谢
dgyu	威廉
dgyw	三座
dgyy	古文
dhar	戛
dhbd	存
dhbk	在职
dhcy	破
dhdb	酆
dhde	存有
dhdf	砉
dhdh	存在
dhdj	丰厚 奡 剨
dhdn	慧
dhdt	奯
dhdu	豐
dhdv	彗
dhdy	破碎
dhfd	在
dhff	存款
dhfg	破坏
dhfn	在场
dhg	砋
dhgd	夏天
dhgf	在于
dhgo	破灭
dhgq	破裂
dhhj	破旧
dhih	蹙
dhim	顣
dhit	戚
dhk	丰
dhkg	砧
dhmt	破败
dhmw	在内
dhmy	契丹
dhnh	丰收
dhny	存心
dhpe	在家
dhpg	丰富
dhqc	艳
dhqe	破解
dhqh	在外
dhqt	有点儿
dhqv	兏
dhrt	在手
dhsu	在校
dhtb	夏季
dhtu	夏 在乎
dhuj	在意
dhut	破产 丰产
dhvd	契
dhvf	在建
dhvi	絜
dhvr	挈
dhwu	在位
dhwy	存储
dhxg	在线
dhxq	契约
dhyc	破译
dhyn	存亡
dhyt	存放
dhyw	在座
dial	耢
dicn	耙
dide	有没有
didf	耨
didt	耰
dieg	硝
diel	耡
difb	耕地
difc	耘
diff	砂土 耩
difg	大学士
difj	耕
dii	耒
diit	耖
diiy	大洋洲
dijy	耦
dikk	大沽口
dimt	厰
dinn	耜
diol	硝烟
diov	耧
dish	耓
ditg	大学生
ditk	耕种
ditn	耗
ditr	大湾特
ditt	砂
diu	泵
diuy	耪
diwt	耕作
dixj	耗费
diy	砅
djaw	百花
djbb	辈子
djbd	厚
djbm	辈出
djdd	非
djde	裴
djdg	韭
djdj	蜚 剕 皕
djdl	辈
djdn	百万 悲 翡
djds	棐
djdy	斐
djed	厭
djef	壓
djes	檿
djev	嬮
djf	百
djfd	厘
djgf	碍
djhh	砷
djif	非法
djip	非常
djiy	非洲
djmy	非凡
djnb	奄
djnc	悲惨
djnd	悲剧
djnf	悲愤
djng	鹌
djnj	剦
djoy	厘米
djpn	百官
djqn	碣
djrh	百年
djtg	厚重
djtj	非得
djtr	克里特
djtu	百科
djuc	悲痛
djuf	悲壮
djvt	百姓
djwh	有时候
djwj	非但
djwt	悲伤
djwu	百倍
djwx	百货
djya	百度 厚度
djye	悲哀
dkev	右腿
dkf	右
dkfj	大跃进
dkga	大中型
dkgn	大吃一惊
dkhi	大踏步
dkip	右掌 历史学家
dkir	右派
dkj	夼
dkkf	磾
dklg	成员国
dklp	右边
dkmm	大别山
dknk	右臂
dknl	右翼
dknt	历史性
dkrk	厛
dkrt	右手
dkwm	右侧
dkww	三中全会
dkwx	右倾
dkxe	万吨级
dlb	夯
dlce	奋勇
dlcn	古罗马
dlf	奋
dlff	礋
dlfg	克罗地亚
dlfh	奋起
dlgo	历来
dlh	砗
dlif	历法
dljf	历时
dlk	厍
dlkf	靣
dlkq	历史
dllt	奋力
dln	劯
dlnm	历届
dlrh	历年
dltk	历程
dluf	奋斗
dlv	历
dlwa	历代
dlwt	历任
dlxc	历经
dlxf	大团结
dlxi	磥
dlym	大连市
dmaw	碘
dmbb	面子
dmbn	面孔
dmcf	面对
dmdf	硸
dmdo	碳
dmee	面貌
dmeg	而且
dmfk	碉
dmfl	布雷
dmgk	硐
dmgu	面颊
dmhc	面皮
dmhh	面上 面目 原则上
dmhj	布
dmhw	面具
dmia	布满
dmis	非同小可
dmjd	面
dmjf	耐
dmjg	而是 鸸
dmjj	而
dmjk	厕 厠
dmjl	勔
dmjn	恧
dmjq	靦
dmjt	面临
dmjv	耍
dmlf	布置 面团
dmn	矶
dmnn	而已 布局 硙
dmny	耐心
dmow	面粉
dmpw	面容
dmqc	面色
dmqn	面包 砚
dmqy	砜
dmrg	而后
dmrn	厕所
dmtk	面积
dmtm	面向
dmts	面条
dmu	页
dmue	面前
dmuk	面部
dmuu	而立 威风凛凛
dmwa	布袋
dmwf	布什
dmwn	硶
dmww	大峡谷
dmya	面试 大幅度
dmyv	布朗
dmyw	而论
dmyy	而言 矾
dnad	尤其 威尼斯
dnae	碾
dnal	成功
dnan	万世
dnbm	迈出
dndd	盛大
dndl	万历
dndn	尴尬 万万
dndt	臧
dnee	尨
dnem	万股
dnes	尮
dnfj	迈进
dnfq	万元
dnft	成都
dnga	盛开 成型
dngd	尪
dngg	万一
dngk	万事
dnhc	嘏
dnjf	万里
dnjh	成虫
dnjl	尴
dnjs	成果
dnju	虿
dnkg	万吨
dnkh	趸
dnkk	成品
dnkm	成员
dnld	成因
dnlg	万辆
dnln	劢
dnmq	万岁
dnmt	成败
dnnb	郕
dnnl	盛
dnnn	成书
dnnt	成 万尾
dnpe	万家
dnpl	大展宏图
dnpv	迈
dnqb	尯
dnqc	成色
dnqk	万名 成名
dnqq	万多
dnqy	尥
dnrd	成排
dnrh	万年 成年
dnrt	砀
dnsg	成本
dnta	成长
dntf	盛行 尰
dntm	万向
dntr	万物
dnu	怘
dnud	万头
dnuq	成效 成交
dnut	盛产
dnuu	成立
dnv	万 尤 尢
dnvt	成群
dnwh	万个
dnwj	尬
dnwq	成像
dnwt	万余
dnwv	成分 万分
dnww	成人
dnwx	成化
dnxg	成绩
dnyb	成熟
dnyi	成就
dnyl	成为 万亩 尤为
dnyt	戊
dody	磷矿
doec	磷肥
doif	灰尘
dolf	盔
dool	磱
doqc	灰色
doqh	磷
dou	灰
dpbp	研究院
dpdn	达成
dpfi	碂
dpgc	达到
dpgh	碇
dpi	达
dpkm	研究员
dplp	牵连
dpng	盛宣怀
dpog	非农业
dppg	研究室
dppt	胡宗宪
dpqb	碗
dpqc	灰褐色
dpqe	丰富多彩
dprh	牵 牵扯
dprm	牵制
dprn	研究所
dpsg	达西
dptg	研究生
dpwf	研究会
dpxh	牵引
dpxn	砣
dpyf	石家庄
dpym	咸宁市
dpys	达摩
dqas	磔
dqav	确切
dqay	砥
dqb	克
dqbt	克隆
dqde	确有
dqdq	兢
dqdr	有钱有势
dqea	古希腊
dqeb	克服
dqeh	确
dqfi	尅
dqga	三角形
dqid	胡锦涛
dqiy	三角洲 砾
dqjk	剋
dqkk	爽口
dqnn	砲
dqov	大多数
dqpg	确定
dqpu	确实
dqqn	有色金属
dqqq	爽
dqqu	奓
dqrm	克制
dqru	克拉
dquu	确立
dqwj	万多公里
dqwk	确保
dqwy	砍 确信
dqy	矽
dqyg	鸪
dqyl	万多亩
dqyw	确认 确诊
drbb	原子
drde	原有
drfb	原地
drfh	原址
drga	原型
drgj	原理
drgm	有所不同
drgo	原来
drh	斫
drhm	磃
drii	原 厡
drim	原油
drin	愿
driy	硃
drjg	有的是
drld	原因
drmj	原则
drou	原料
drpg	原定
drqk	原名
drrm	礩
drrx	大拇指
drsg	原本
drst	布拉格
drtf	碑 原先 原告
drtk	原种
druj	愿意
drvc	原始
drww	成年人
dryn	愿望
dryp	碑亭
dryy	原谅 原文
dsg	硒
dsgw	奇珍
dshd	厢
dsip	厅堂
dsiu	大西洋
dsjg	碴
dsk	厅
dskc	攲 敧
dskf	奇
dskw	欹
dsna	奇异
dsnc	奇怪
dsou	原材料
dsta	厅长
dstg	在校生
dstr	奇特
dsvi	奇妙
dsyn	厢房
dsyo	奇迹
dtbh	帮 邦
dtbu	故障
dtdj	硚
dtdy	镺
dteg	帮助
dtfd	故城
dtfn	原种场
dtfo	焘
dtfu	寿
dtgf	有利于 厜 硾
dtgk	故事
dtgn	万千瓦
dthd	成千上万
dthf	砟
dtia	大街小巷
dtii	顾秋水
dtjf	故里
dtkg	硌
dtlq	硇
dtmd	礇
dtna	太和殿
dtnd	故居
dtny	帮忙
dtpd	胡秉宸
dtpk	故宫
dtpy	砭
dtqd	大自然
dtrt	帮手 硪
dtti	厤
dttj	曆
dtuj	故意
dtut	故道
dtwg	寿命
dtxt	故乡
dty	故
dtyg	帮主
dubw	厥
duce	磙
duda	磋
dudj	羍
dufn	磁场
dufq	万美元
dug	砬
dugc	碰到
dugf	有益于
dugk	磁带
duhf	眘
duhh	碰上
duj	辜
dujf	昚
dujg	鹩
duji	尞
dujp	遼
dukg	碚
dukk	大门口
duln	有意思
dumq	碰见
dunt	磁性
duog	碰
dupf	大奖赛
duph	碲
dupl	大将军
dupy	磅
duqm	辜负
duru	碰撞
duu	冭
duum	磋商
duwv	大部分
duxn	礠
duxx	磁
duym	石首市
duyo	万立方米
dvcq	厩
dvfh	肆 砕
dviy	碌
dvqo	磶
dvrg	秦始皇
dvta	古建筑
dvuj	肆意
dwab	春节
dwag	砼
dwep	秦腔
dwfh	奉
dwfm	奉献
dwgd	奏 春天 奉天
dwgg	秦王
dwgi	硷
dwgo	泰来
dwgu	磴
dwhh	大体上
dwhk	百分点
dwi	仄
dwic	秦汉
dwiu	泰
dwjf	春
dwjj	蠢
dwkk	奢侈品
dwlg	泰国
dwmm	泰山
dwmw	秦岭
dwnh	奏疏
dwod	古人类
dwpv	秦安
dwqt	大伙儿
dwrr	奏折
dwrt	万公斤
dwsg	尤伯杯
dwtb	春季
dwtf	奉行
dwto	春秋
dwtu	秦
dwuj	奏章
dwuq	万人次
dwvf	舂
dwwf	盛华仁
dwwg	奉命
dwwm	赝
dwwy	雁
dwxd	万公顷
dwyg	碓
dwyl	奮
dwyo	礁
dwys	磼
dwyt	布依族
dxaw	龚
dxbf	聋
dxdd	龙大
dxdf	砻
dxff	垄
dxfm	袭击
dxgg	龙王
dxiq	戚继光
dxjh	砩
dxnt	非线性
dxon	垄断
dxpk	龙宫
dxpu	龙袍
dxri	龙泉
dxud	龙头
dxuy	龙门
dxv	龙
dxxn	砒
dxye	袭
dxyp	龙亭
dyad	矿藏
dyaq	矿区
dybb	太子
dybj	太阳
dybt	礅
dycq	硫
dydg	矿石
dydr	太原
dydy	太太
dyfw	丈夫
dygg	砫
dygu	太平
dygy	左良玉
dyi	太 丈
dyid	太湖
dyih	太小
dyjg	太师
dyjt	太监
dykq	太史
dymk	碻
dymm	矿山
dymn	砊
dynt	戍
dynu	态
dyog	矿业
dypf	太守 太宗
dypw	太空
dypy	太祖
dyrg	太后
dyrv	态势
dysg	硫酸
dyt	矿
dytf	太行
dytg	太重
dyth	碎片
dytk	太和
dytr	矿物
dyuc	矿冶
dyut	矿产
dyuy	三座门
dywf	碎 研讨会
dywk	太保
dywu	胡说八道
dywx	古文化
dyy	砇
dyya	态度
dyym	太庙
dyys	矿床
dyyv	太康
eaed	朦胧
eafm	腻
eag	肛
eaiy	胨
eajd	膜
eajg	腊
eamd	朠
eamw	腊肉
eape	朦
eayf	膵
ebbh	郛
ebcy	服
ebet	服用
ebf	孕 孚
ebmh	朏
ebnn	乳
ebqn	服饰
ebtl	服务
ebtm	服役
ebuf	服装
ebvv	孕妇
ebwf	服侍
ebww	服从
ebyc	孕育
ebyn	乳房
ecag	胫
ecdd	肥大
ecec	盈盈
eceu	肥胖
ecit	肥沃
ecju	蜰
eckg	胎
eclf	盈
ecmn	亂
ecn	肥
ecou	肥料
ecqt	胎儿
ectj	盈利
ecwt	朘
edcy	胈 肱
edfn	胯
edjd	腓
edjn	腌
edmd	腝 腼
edmi	澃
edmy	须 須
edwd	腠
edww	脥
edxn	胧
edyy	肽
eead	貘
eeau	月薪
eebb	豹子
eebm	貀
eedc	朋友
eedj	貊
eeee	月
eeft	豺
eeg	朋
eegf	月球
eehc	貜
eeiq	月光
eemk	豳
eemw	豽
eepi	遯
eepu	月初
eeqg	鹏
eeqy	豹
eer	豸
eerp	邈
eerq	貌
eet	肜
eetk	貉
eetx	貔
eeuk	乳腺癌
eevk	貂
eevn	懇
eeww	月份
eexc	月经
eey	豚
eeyp	月亮
eeyq	月底
efbb	脖子 肚子
efcb	脚
efcy	肢
efdj	臑
efet	膨胀
efey	肝脏
efg	肚
efgh	脚下
efh	肝
efhc	肚皮
efhi	脚步
efhm	虢
efjf	肚里
efjh	肼
efke	膨
efmf	腩
efnn	肟
efoo	肝炎
efpb	脖
efqn	朊
efsg	脚本
eftc	爰
efu	寽
efws	肢体
efwy	肤
efy	肘
egat	助攻
egbn	受不了 肫
egcf	胵
egcn	悬
egcu	县
egd	且
egec	胚胎
egef	膊
egeg	腈
egey	脯
egfd	县城
egfu	县境
eggj	助理
eggq	悬殊
egig	胚
egip	助学
egjf	县里
egjh	刞
egkh	膈
egkl	腷
egln	助
egmd	悬崖
egmh	肺
egnj	且慢
egrf	悬挂
egrt	助手
egta	县长
egtv	县委
egty	豕
egud	用不着
egwo	鴡
egwy	雎
egxe	县级
egxw	胰
egym	县市
egyu	且说
egyw	县政府 县府
ehfn	脚步声
ehhy	胩 臞
ehnn	鼐
ehnt	胪
eipf	膛
eiqn	胱 脁 朓
eiu	尕
ejbb	胆子
ejgg	胆
ejh	刖
ejhh	胂
ejih	胆小
ejju	蟸
ejnb	胆敢
ejnf	胆怯
ejtg	腥
ekhh	肿
ekhm	膭
ekkn	腭
ekks	臊
ekuq	肿瘤
elaf	爱因斯坦
eldy	胭
elft	爱国者
elgy	腘
elh	胛
eln	肋
elny	腮
elsg	胆固醇
elvf	爵
elwy	胁
elyy	爱国主义
emai	股东
emaw	腆
emcy	股
emef	肌肤
emgk	胴
emmw	肌肉
emn	肌
emnk	腡
emov	股数
emqb	觅
emrx	股指
emsc	股权
emsf	股票
emsg	股本
emww	股份 股价
emwy	肭
emym	股市
enbb	肠子
eniy	脲
enrt	肠
env	甩
eoqh	膦
eoy	脒
epcu	受
epdc	爱
epey	脓
epfi	腙
epfp	受过
epfq	脘
epgc	受到
epgg	逐一
epgh	腚
epgj	受理
ephi	逐步
epi	逐
epil	逐渐
eplg	爱国
epmd	受贿
epng	爱情
epnt	愛
epny	爱心
epqb	腕
epqh	舜
eprh	逐年
eprk	受损
eprv	受热
eprw	膑
epry	爱护
epuw	受益
epvb	爱好
epvg	胺
epwa	腔
epwg	受命
epws	受体
epwt	受伤
eqay	胝
eqbt	朡
eqcn	脃
eqdb	脆
eqdh	豨
eqeg	胸脯
eqei	胸膛
eqkg	朐 豞
eqkh	胸中
eqkk	胸口
eqnn	胞
eqqb	胸
eque	胸前
equf	爱尔兰
equk	胸部
eqwy	肷
eqxu	脆弱
ercy	胍
erfq	遥远
eriy	腺
ermg	鹞
ermi	繇
ermp	遥
ermq	飖
erqc	乳白色
errn	脾气
ertf	脾
eruq	腺瘤
esaw	采茶 采花
esbc	采取
esbq	彩陶
esdy	采矿
eset	采用 彩
esfi	膘
esgk	腰带
esgl	彩画
esjn	彩电
esmq	采购
esqc	彩色
esss	用材林
esu	采
esug	膝盖
esuj	腰间
esvg	腰
eswi	膝
eswy	采集
esxm	采纳
esxw	彩绘
esyy	采访
etax	用药
etay	胀
eteg	胳膊
etfb	胜地 腹地 用地
etfm	臢 臜
etfp	胜过
etgc	乃至 用到
etgf	用于 腄 腫
etgg	胜
etgo	用来
ethf	胙
etii	用水
etim	用油
etip	腹泻
etjg	乃是
etjt	腹
etkg	胳
etkh	腹中
etkk	用品 服务器
etkm	服务员
etlt	用力
etmt	胜败
etn	乃
etnh	用
etnn	肐
etno	爲
etny	用以 用心
etog	服务业
etqm	胜负
etrg	用兵
ettj	胜利
etuj	用意
etuk	腹部
etwd	胜仗
etwt	用作 用途 胜任
etww	用人
etyn	用户
etyo	胜迹
etyt	爫
euai	脱落
eubb	胖子
eudc	腾
eudf	塍
eudi	滕 縢
eudk	膳
eudv	媵
eudy	朕
euei	膀胱
eufh	胖
eujn	臆
eukq	脱
eumd	豴
eupy	膀
euqy	胶
eurt	脱手
eutm	脱身
euyb	脱离
evep	腿
evf	妥 舀
evfl	妥协
evfp	腱
evft	爱好者
evhj	爭
eviv	妥当
evqn	腉
evud	妥善
evwy	腴
ewbn	脸孔
ewdm	脸面
ewet	胗
ewfc	脍
ewgi	脸
ewgj	腧
ewgu	脸颊
ewhh	脸上
ewqc	脸色
ewrm	股份制
ewvn	肦
ewwf	脞
ewwn	股份公司
ewxa	脸红
ewym	臇
ewyo	膲
exdk	谿
exdu	奚
exey	脂肪
exjg	脂
exym	县级市
exyw	须弥座
eyad	及其
eyaq	县市区
eybb	脑子
eybh	脑
eyey	脏腑
eyfg	脏
eygc	及至
eyi	及
eyit	脑海
eyjf	及时
eyjh	及早 脐 剢
eylg	膻
eymn	肮
eyn	肪
eyni	脉
eynn	豟
eyuk	脉冲
eyuo	臁
eywa	脑袋
eywf	腑
eywy	腋
eyxy	臃
faaq	示范区
faaw	载荷
fadn	堪
faeg	示范县
faet	霰
fafe	霸
fafg	坩
fafj	墸
fafl	壒
fafu	栽培
fagc	截至
fagf	墷
fahh	截止
faj	卉
fajd	塻
faji	蛓
fajv	堰
fakd	哉
fakg	域
fakm	裁员
falk	载
falw	戴
famn	袁世凯
famu	贲 賁
fans	堞
faon	截断
fapy	元世祖
farf	南斯拉夫
farh	十七年
fasc	霸权
fasi	栽
fatg	载重
fatq	堪称
faty	载入
faud	裁判
faum	运营商
faun	裁决
fawk	塔
fawn	塨
faws	载体
fawx	规范化 埖
fawy	截 垬
faye	裁
fbad	土耳其
fbaq	地区
fbdm	地面
fbds	韩子奇
fbee	地貌
fbfa	地域
fbfd	地震
fbfh	地址
fbfl	地雷
fbfn	袁承志
fbfp	地壳
fbft	求职者
fbga	地形
fbge	地表
fbgf	地球
fbgh	地下
fbgj	地理
fbgk	地带
fbh	邗
fbhh	地上
fbhi	地步
fbhk	地点
fbjf	地里
fbkk	进出口
fblt	地图
fbn	地
fbnf	地层
fbpu	地被
fbqk	地名
fbqr	地铁
fbqt	地狱
fbrf	地质
fbrv	地势
fbsr	地板
fbte	地租 地盘
fbtf	地毯
fbtg	霳
fbth	地处
fbtv	地委
fbut	地道 地产
fbwd	地段
fbwu	地位
fbyg	地主
fbyy	地方
fcaa	动工
fcai	动荡
fcan	去世
fcap	运营
fcbc	去取
fcbh	却
fcbm	支出
fcbw	支队
fcdy	动态
fcec	叆
fceh	埇
fcet	运用 动用
fceu	翅膀
fcey	埃及 动脉
fcfa	运载
fcfc	运动
fcfm	云南
fcfp	去过
fcft	云雾
fcgc	运到
fcge	动静
fcis	运河
fciy	支流
fcjg	却是
fckh	去路
fckm	动员
fclf	运转 盍
fcln	动 劫
fclt	动力 运力
fclw	运输
fcms	云朵
fcmw	走马岭
